13.10.2016,07.10.2016,395.4 ,,397.7,млрд USD
06.10.2016,30.09.2016,397.7 ,,398.0,млрд USD
29.09.2016,23.09.2016,398.0 ,,396.6,млрд USD
22.09.2016,16.09.2016,396.6 ,,399.6,млрд USD
15.09.2016,09.09.2016,399.6 ,,394.3,млрд USD
08.09.2016,02.09.2016,394.3 ,,396.9,млрд USD
01.09.2016,26.08.2016,396.9 ,,398.2,млрд USD
25.08.2016,19.08.2016,398.2 ,,395.7,млрд USD
18.08.2016,12.08.2016,395.7 ,,396.4,млрд USD
11.08.2016,05.08.2016,396.4 ,,394.5,млрд USD
04.08.2016,29.07.2016,394.5 ,,392.2,млрд USD
28.07.2016,22.07.2016,392.2 ,,393.3,млрд USD
21.07.2016,15.07.2016,393.3 ,,394.7,млрд USD
14.07.2016,08.07.2016,394.7 ,,393.7,млрд USD
07.07.2016,01.07.2016,393.7 ,,395.1,млрд USD
30.06.2016,24.06.2016,395.1 ,,394.7,млрд USD
23.06.2016,17.06.2016,394.7 ,,393.9,млрд USD
16.06.2016,10.06.2016,393.9 ,,388.9,млрд USD
09.06.2016,03.06.2016,388.9 ,,389.0,млрд USD
02.06.2016,27.05.2016,389 ,,388.3,млрд USD
26.05.2016,20.05.2016,388.3 ,,390.9,млрд USD
19.05.2016,13.05.2016,390.9 ,,391.9,млрд USD
12.05.2016,06.05.2016,391.9 ,,390.1,млрд USD
05.05.2016,29.04.2016,390.1 ,,388.6,млрд USD
28.04.2016,22.04.2016,388.6 ,,386.2,млрд USD
21.04.2016,15.04.2016,386.2 ,,387.9,млрд USD
14.04.2016,08.04.2016,387.9 ,,387.0,млрд USD
07.04.2016,01.04.2016,387.0 ,,383.5,млрд USD
31.03.2016,25.03.2016,383.5 ,,386.9,млрд USD
24.03.2016,18.03.2016,386.9 ,,381.1,млрд USD
17.03.2016,11.03.2016,381.1 ,,379.0,млрд USD
10.03.2016,04.03.2016,379.0 ,,379.8,млрд USD
03.03.2016,26.02.2016,379.8 ,,379.4,млрд USD
25.02.2016,19.02.2016,379.4 ,,382.4,млрд USD
18.02.2016,12.02.2016,382.4 ,,376.7,млрд USD
11.02.2016,05.02.2016,376.7 ,,371.3,млрд USD
04.02.2016,29.01.2016,371.3 ,,369.3,млрд USD
28.01.2016,22.01.2016,369.3 ,,368.3,млрд USD
21.01.2016,15.01.2016,368.3 ,,368.1,млрд USD
14.01.2016,08.01.2016,368.1 ,,370.2,млрд USD
11.01.2016,25.12.2015,370.2 ,,368.9,млрд USD
24.12.2015,18.12.2015,368.9 ,,371.2,млрд USD
17.12.2015,04.12.2015,371.2 ,,364.4,млрд USD
10.12.2015,04.12.2015,364.4 ,,364.9,млрд USD
03.12.2015,27.11.2015,364.9 ,,364.5,млрд USD
26.11.2015,20.11.2015,364.5 ,,364.1,млрд USD
19.11.2015,13.11.2015,364.1 ,,366.1,млрд USD
12.11.2015,06.11.2015,366.1 ,,369.2,млрд USD
05.11.2015,30.10.2015,369.2 ,,374.6,млрд USD
29.10.2015,23.10.2015,374.6 ,,377.3,млрд USD
22.10.2015,16.10.2015,377.3 ,,373.8,млрд USD
15.10.2015,09.10.2015,373.8 ,,370.2,млрд USD
08.10.2015,02.10.2015,370.2 ,,368.5,млрд USD
01.10.2015,25.09.2015,368.5 ,,369,млрд USD
24.09.2015,18.09.2015,369 ,,365.1,млрд USD
17.09.2015,11.09.2015,365.1 ,,365.3,млрд USD
10.09.2015,04.09.2015,365.3 ,,366.4,млрд USD
03.09.2015,28.08.2015,366.4 ,,364.6,млрд USD
27.08.2015,21.08.2015,364.6 ,,362.9,млрд USD
20.08.2015,14.08.2015,362.9 ,,358,млрд USD
13.08.2015,07.08.2015,358 ,,357.6,млрд USD
06.08.2015,31.07.2015,357.6 ,,358.3,млрд USD
30.07.2015,24.07.2015,358.3 ,,358.2,млрд USD
23.07.2015,17.07.2015,358.2 ,,359.9,млрд USD
16.07.2015,10.07.2015,359.9 ,,359.6,млрд USD
09.07.2015,03.07.2015,359.6 ,,362,млрд USD
02.07.2015,26.06.2015,362 ,,364.6,млрд USD
25.06.2015,19.06.2015,364.6 ,,360.6,млрд USD
18.06.2015,12.06.2015,360.6 ,,361.6,млрд USD
11.06.2015,05.06.2015,361.6 ,,356.5,млрд USD
04.06.2015,29.05.2015,356.5 ,,360.5,млрд USD
28.05.2015,22.05.2015,360.5 ,,362.3,млрд USD
21.05.2015,15.05.2015,362.3 ,,358.5,млрд USD
14.05.2015,08.05.2015,358.5 ,,358.5,млрд USD
07.05.2015,01.05.2015,358.5 ,,353.5,млрд USD
30.04.2015,24.04.2015,353.5 ,,350.5,млрд USD
23.04.2015,17.04.2015,350.5 ,,354.1,млрд USD
16.04.2015,10.04.2015,354.1 ,,355.3,млрд USD
09.04.2015,03.04.2015,355.3 ,,360.8,млрд USD
02.04.2015,27.03.2015,360.8 ,,352.9,млрд USD
26.03.2015,20.03.2015,352.9 ,,351.7,млрд USD
19.03.2015,13.03.2015,351.7 ,,356.7,млрд USD
12.03.2015,06.03.2015,356.7 ,,363,млрд USD
05.03.2015,27.02.2015,363 ,,364.6,млрд USD
26.02.2015,20.02.2015,364.6 ,,368.3,млрд USD
19.02.2015,13.02.2015,368.3 ,,374.7,млрд USD
12.02.2015,06.02.2015,374.7 ,,376.3,млрд USD
05.02.2015,30.01.2015,376.3 ,,378.1,млрд USD
29.01.2015,23.01.2015,378.1 ,,379.4,млрд USD
22.01.2015,16.01.2015,379.4 ,,386.2,млрд USD
15.01.2015,09.01.2015,386.2 ,,386.2,млрд USD
08.01.2015,02.01.2015,386.2 ,,388.5,млрд USD
01.01.2015,26.12.2014,388.5 ,,398.9,млрд USD
25.12.2014,19.12.2014,398.9 ,,414.6,млрд USD
18.12.2014,12.12.2014,414.6 ,,416.2,млрд USD
11.12.2014,05.12.2014,416.2 ,,420.5,млрд USD
04.12.2014,28.11.2014,420.5 ,,420.4,млрд USD
27.11.2014,21.11.2014,420.4 ,,420.6,млрд USD
20.11.2014,14.11.2014,420.6 ,,421.4,млрд USD
13.11.2014,07.11.2014,421.4 ,,428.6,млрд USD
06.11.2014,31.10.2014,428.6 ,,439.1,млрд USD
30.10.2014,24.10.2014,439.1 ,,443.8,млрд USD
23.10.2014,17.10.2014,443.8 ,,451.7,млрд USD
16.10.2014,10.10.2014,451.7 ,,454.7,млрд USD
09.10.2014,03.10.2014,454.7 ,,456.8,млрд USD
02.10.2014,26.09.2014,456.8 ,,458.3,млрд USD
25.09.2014,19.09.2014,458.3 ,,459.9,млрд USD
18.09.2014,12.09.2014,459.9 ,,464.2,млрд USD
11.09.2014,05.09.2014,464.2 ,,465.8,млрд USD
04.09.2014,29.08.2014,465.8 ,,466.1,млрд USD
28.08.2014,22.08.2014,466.1 ,,468.6,млрд USD
21.08.2014,15.08.2014,468.6 ,,468.6,млрд USD
14.08.2014,08.08.2014,468.6 ,,468.4,млрд USD
07.08.2014,01.08.2014,468.4 ,,472.4,млрд USD
31.07.2014,25.07.2014,472.4 ,,472.5,млрд USD
24.07.2014,18.07.2014,472.5 ,,476.7,млрд USD
17.07.2014,11.07.2014,476.7 ,,474.3,млрд USD
10.07.2014,04.07.2014,474.3 ,,475.8,млрд USD
03.07.2014,27.06.2014,475.8 ,,471.1,млрд USD
26.06.2014,20.06.2014,471.1 ,,468.7,млрд USD
19.06.2014,13.06.2014,468.7 ,,469.9,млрд USD
11.06.2014,06.06.2014,469.9 ,,466.9,млрд USD
05.06.2014,30.05.2014,466.9 ,,468.4,млрд USD
29.05.2014,23.05.2014,468.4 ,,466.8,млрд USD
22.05.2014,16.05.2014,466.8 ,,471.1,млрд USD
15.05.2014,09.05.2014,471.1 ,,471.6,млрд USD
08.05.2014,02.05.2014,471.6 ,,482.7,млрд USD
01.05.2014,25.04.2014,482.7 ,,482,млрд USD
24.04.2014,18.04.2014,482 ,,477.7,млрд USD
17.04.2014,11.04.2014,477.7 ,,473.9,млрд USD
10.04.2014,04.04.2014,473.9 ,,484,млрд USD
03.04.2014,28.03.2014,484 ,,486.6,млрд USD
27.03.2014,21.03.2014,486.6 ,,493.2,млрд USD
20.03.2014,14.03.2014,493.2 ,,494.6,млрд USD
13.03.2014,07.03.2014,494.6 ,,493.3,млрд USD
06.03.2014,28.02.2014,493.3 ,,493.4,млрд USD
27.02.2014,21.02.2014,493.4 ,,492.5,млрд USD
20.02.2014,14.02.2014,492.5 ,,490.2,млрд USD
13.02.2014,07.02.2014,490.2 ,,498.9,млрд USD
06.02.2014,31.01.2014,498.9 ,,496.7,млрд USD
30.01.2014,24.01.2014,496.7 ,,498.8,млрд USD
23.01.2014,17.01.2014,498.8 ,,499.1,млрд USD
16.01.2014,10.01.2014,499.1 ,,510.5,млрд USD
16.01.2014,03.01.2014,510.5 ,,511.6,млрд USD
09.01.2014,27.12.2013,511.6 ,,508.5,млрд USD
26.12.2013,20.12.2013,508.5 ,,512.7,млрд USD
19.12.2013,13.12.2013,512.7 ,,511.2,млрд USD
12.12.2013,06.12.2013,511.2 ,,514.9,млрд USD
05.12.2013,29.11.2013,514.9 ,,505.9,млрд USD
28.11.2013,22.11.2013,505.9 ,,507.7,млрд USD
21.11.2013,15.11.2013,507.7 ,,510.8,млрд USD
14.11.2013,08.11.2013,510.8 ,,513.9,млрд USD
07.11.2013,01.11.2013,513.9 ,,517,млрд USD
31.10.2013,25.10.2013,517 ,,511.1,млрд USD
24.10.2013,18.10.2013,511.1 ,,509.8,млрд USD
17.10.2013,11.10.2013,509.8 ,,512.7,млрд USD
10.10.2013,04.10.2013,512.7 ,,514.9,млрд USD
03.10.2013,27.09.2013,514.9 ,,515.9,млрд USD
26.09.2013,20.09.2013,515.9 ,,504,млрд USD
19.09.2013,13.09.2013,504 ,,503.9,млрд USD
12.09.2013,06.09.2013,503.9 ,,510.8,млрд USD
05.09.2013,30.08.2013,510.8 ,,508.1,млрд USD
29.08.2013,23.08.2013,508.1 ,,507.7,млрд USD
22.08.2013,16.08.2013,507.7 ,,507.8,млрд USD
15.08.2013,09.08.2013,507.8 ,,507.9,млрд USD
08.08.2013,02.08.2013,507.9 ,,509.4,млрд USD
01.08.2013,26.07.2013,509.4 ,,505.7,млрд USD
25.07.2013,19.07.2013,505.7 ,,506,млрд USD
18.07.2013,12.07.2013,506.0 ,,505.0,млрд USD
11.07.2013,05.07.2013,505.0 ,,514.5,млрд USD
04.07.2013,28.06.2013,514.5 ,,514.1,млрд USD
27.06.2013,21.06.2013,514.1 ,,519.4,млрд USD
20.06.2013,14.06.2013,519.4 ,,515.8,млрд USD
13.06.2013,07.06.2013,515.8 ,,518.4,млрд USD
06.06.2013,31.05.2013,518.4 ,,513.7,млрд USD
30.05.2013,24.05.2013,513.7 ,,512.4,млрд USD
23.05.2013,17.05.2013,512.4 ,,520.4,млрд USD
16.05.2013,10.05.2013,520.4 ,,533.5,млрд USD
08.05.2013,03.05.2013,533.5 ,,524.3,млрд USD
25.04.2013,19.04.2013,515.2 ,,521.3,млрд USD
18.04.2013,12.04.2013,521.3 ,,516.9,млрд USD
11.04.2013,05.04.2013,516.9 ,,522.4,млрд USD
04.04.2013,29.03.2013,527.6 ,,522.4,млрд USD
28.03.2013,22.03.2013,522.4 ,,520.0,млрд USD
21.03.2013,15.03.2013,520.0 ,,522.1,млрд USD
14.03.2013,08.03.2013,522.1 ,,523.4,млрд USD
07.03.2013,01.03.2013,523.4 ,,524.0,млрд USD
28.02.2013,22.02.2013,524.0 ,,529.5,млрд USD
21.02.2013,15.02.2013,529.5 ,,532.5,млрд USD
14.02.2013,08.02.2013,532.5 ,,533.5,млрд USD
07.02.2013,01.02.2013,533.5 ,,530.7,млрд USD
31.01.2013,25.01.2013,530.7 ,,530.4,млрд USD
24.01.2013,18.01.2013,530.4 ,,526.4,млрд USD
17.01.2013,11.01.2013,526.4 ,,537.4,млрд USD
11.01.2013,04.01.2013,537.4 ,,532,млрд USD
